region,year,week,total_a,total_b,total_specimens,total_cases
Middle Atlantic,2023,20,31,66,6213,97
East North Central,2023,20,29,39,7086,68
West North Central,2023,20,9,31,4911,40
South Atlantic,2023,20,28,84,6226,112
East South Central,2023,20,0,10,878,10
West South Central,2023,20,24,57,5173,81
Mountain,2023,20,16,37,4141,53
Pacific,2023,20,45,31,9749,76
New England,2023,21,17,18,3471,35
Middle Atlantic,2023,21,27,62,5649,89
East North Central,2023,21,29,33,6478,62
West North Central,2023,21,12,21,4555,33
South Atlantic,2023,21,36,54,5424,90
East South Central,2023,21,2,10,833,12
West South Central,2023,21,26,53,4627,79
Mountain,2023,21,18,26,3953,44
Pacific,2023,21,58,25,9143,83
New England,2023,22,13,16,3220,29
Middle Atlantic,2023,22,49,55,5380,104
East North Central,2023,22,33,18,5751,51
West North Central,2023,22,12,14,4283,26
South Atlantic,2023,22,30,104,5873,134
East South Central,2023,22,3,12,786,15
West South Central,2023,22,30,34,4311,64
Mountain,2023,22,10,24,3652,34
Pacific,2023,22,70,28,9260,98
New England,2023,23,17,13,3241,30
Middle Atlantic,2023,23,24,31,5116,55
East North Central,2023,23,26,28,5292,54
West North Central,2023,23,10,13,3684,23
South Atlantic,2023,23,18,51,5530,69
East South Central,2023,23,3,6,726,9
West South Central,2023,23,22,24,3992,46
Mountain,2023,23,8,14,3290,22
Pacific,2023,23,96,28,8599,124
New England,2023,24,8,9,3190,17
Middle Atlantic,2023,24,19,19,4110,38
East North Central,2023,24,27,33,4936,60
West North Central,2023,24,22,9,3458,31
South Atlantic,2023,24,20,44,5040,64
East South Central,2023,24,0,8,663,8
West South Central,2023,24,21,18,3628,39
Mountain,2023,24,19,16,3053,35
Pacific,2023,24,76,30,7860,106
New England,2023,25,6,6,2678,12
Middle Atlantic,2023,25,11,6,3232,17
East North Central,2023,25,30,15,4647,45
West North Central,2023,25,13,10,3289,23
South Atlantic,2023,25,14,17,4630,31
East South Central,2023,25,1,4,542,5
West South Central,2023,25,25,18,3433,43
Mountain,2023,25,17,17,2933,34
Pacific,2023,25,73,29,7554,102
New England,2023,26,12,5,2264,17
Middle Atlantic,2023,26,14,7,3664,21
East North Central,2023,26,30,4,4378,34
West North Central,2023,26,10,14,2992,24
South Atlantic,2023,26,6,18,4249,24
East South Central,2023,26,2,4,633,6
West South Central,2023,26,20,17,3179,37
Mountain,2023,26,11,10,2726,21
Pacific,2023,26,116,35,6246,151
New England,2023,27,13,8,1868,21
Middle Atlantic,2023,27,15,4,4076,19
East North Central,2023,27,111,4,4043,115
West North Central,2023,27,11,2,2914,13
South Atlantic,2023,27,10,15,4102,25
East South Central,2023,27,2,5,578,7
West South Central,2023,27,18,23,3316,41
Mountain,2023,27,6,3,2693,9
Pacific,2023,27,82,34,6699,116
New England,2023,28,18,4,1996,22
Middle Atlantic,2023,28,18,3,4176,21
East North Central,2023,28,20,7,4133,27
West North Central,2023,28,9,10,3036,19
South Atlantic,2023,28,26,19,4257,45
East South Central,2023,28,4,8,599,12
West South Central,2023,28,27,23,3225,50
Mountain,2023,28,12,11,2625,23
Pacific,2023,28,53,34,6614,87
New England,2023,29,9,4,1709,13
Middle Atlantic,2023,29,10,3,3871,13
East North Central,2023,29,24,9,4431,33
West North Central,2023,29,8,11,2906,19
South Atlantic,2023,29,22,12,4306,34
East South Central,2023,29,4,2,611,6
West South Central,2023,29,37,22,3652,59
Mountain,2023,29,8,3,2677,11
Pacific,2023,29,78,42,6694,120
New England,2023,30,9,3,1854,12
Middle Atlantic,2023,30,12,7,3580,19
East North Central,2023,30,20,9,4453,29
West North Central,2023,30,7,10,2660,17
South Atlantic,2023,30,21,13,4873,34
East South Central,2023,30,0,3,678,3
West South Central,2023,30,27,17,3794,44
Mountain,2023,30,10,6,2634,16
Pacific,2023,30,77,61,6861,138
New England,2023,31,5,5,1930,10
Middle Atlantic,2023,31,18,5,3682,23
East North Central,2023,31,28,3,4868,31
West North Central,2023,31,11,12,3040,23
South Atlantic,2023,31,19,19,5321,38
East South Central,2023,31,4,4,728,8
West South Central,2023,31,34,30,4550,64
Mountain,2023,31,5,3,1186,8
Pacific,2023,31,79,61,7120,140
New England,2023,32,7,1,2217,8
Middle Atlantic,2023,32,21,5,4009,26
East North Central,2023,32,21,4,5206,25
West North Central,2023,32,6,9,3256,15
South Atlantic,2023,32,13,13,5175,26
East South Central,2023,32,2,8,841,10
West South Central,2023,32,25,19,4893,44
Mountain,2023,32,13,8,2792,21
Pacific,2023,32,76,58,7744,134
New England,2023,33,13,6,2300,19
Middle Atlantic,2023,33,17,2,4480,19
East North Central,2023,33,28,13,5786,41
West North Central,2023,33,14,29,3828,43
South Atlantic,2023,33,15,7,5705,22
East South Central,2023,33,6,13,1037,19
West South Central,2023,33,34,32,6170,66
Mountain,2023,33,8,14,3428,22
Pacific,2023,33,77,35,7722,112
New England,2023,34,14,3,2424,17
Middle Atlantic,2023,34,15,3,4438,18
East North Central,2023,34,26,8,6880,34
West North Central,2023,34,17,13,3550,30
South Atlantic,2023,34,35,19,7651,54
East South Central,2023,34,3,14,1332,17
West South Central,2023,34,48,37,8376,85
Mountain,2023,34,4,1,3911,5
Pacific,2023,34,71,34,8854,105
New England,2023,35,10,6,2638,16
Middle Atlantic,2023,35,23,9,5144,32
East North Central,2023,35,29,5,8035,34
West North Central,2023,35,13,8,4380,21
South Atlantic,2023,35,26,13,7692,39
East South Central,2023,35,5,2,1447,7
West South Central,2023,35,53,31,9828,84
Mountain,2023,35,12,2,4102,14
Pacific,2023,35,95,39,9793,134
New England,2023,36,10,3,3222,13
Middle Atlantic,2023,36,22,4,5352,26
East North Central,2023,36,23,4,9420,27
West North Central,2023,36,10,10,4767,20
South Atlantic,2023,36,39,6,8132,45
East South Central,2023,36,6,4,1367,10
West South Central,2023,36,36,49,9084,85
Mountain,2023,36,12,4,4211,16
Pacific,2023,36,104,42,9777,146
New England,2023,37,5,7,3216,12
Middle Atlantic,2023,37,21,4,6108,25
East North Central,2023,37,46,14,11044,60
West North Central,2023,37,13,12,5245,25
South Atlantic,2023,37,34,19,8244,53
East South Central,2023,37,2,8,1299,10
West South Central,2023,37,38,33,8000,71
Mountain,2023,37,22,3,4200,25
Pacific,2023,37,133,48,10932,181
New England,2023,38,10,16,3744,26
Middle Atlantic,2023,38,30,6,7428,36
East North Central,2023,38,59,21,12534,80
West North Central,2023,38,11,8,5382,19
South Atlantic,2023,38,62,45,9134,107
East South Central,2023,38,6,2,1144,8
West South Central,2023,38,23,48,6117,71
Mountain,2023,38,22,3,4514,25
Pacific,2023,38,124,68,11605,192
New England,2023,39,17,12,3531,29
Middle Atlantic,2023,39,18,5,7231,23
East North Central,2023,39,56,32,11946,88
West North Central,2023,39,8,3,4842,11
South Atlantic,2023,39,49,24,8115,73
East South Central,2023,39,9,11,1167,20
West South Central,2023,39,66,59,7909,125
Mountain,2023,39,26,6,4831,32
Pacific,2023,39,111,65,12238,176
New England,2023,40,17,4,5008,21
Middle Atlantic,2023,40,30,8,7624,38
East North Central,2023,40,47,29,12517,76
West North Central,2023,40,26,4,6350,30
South Atlantic,2023,40,76,70,9206,146
East South Central,2023,40,11,13,1233,24
West South Central,2023,40,61,60,7736,121
Mountain,2023,40,29,8,4916,37
Pacific,2023,40,133,89,10349,222
New England,2023,41,18,13,4739,31
Middle Atlantic,2023,41,33,7,7027,40
East North Central,2023,41,74,28,13116,102
West North Central,2023,41,37,5,6482,42
South Atlantic,2023,41,90,51,9159,141
East South Central,2023,41,10,19,1302,29
West South Central,2023,41,115,80,7856,195
Mountain,2023,41,39,16,5107,55
Pacific,2023,41,178,71,10726,249
New England,2023,42,19,8,4754,27
Middle Atlantic,2023,42,61,11,7233,72
East North Central,2023,42,77,19,13688,96
West North Central,2023,42,40,6,6871,46
South Atlantic,2023,42,100,88,8540,188
East South Central,2023,42,17,9,1289,26
West South Central,2023,42,132,79,8191,211
Mountain,2023,42,36,16,5276,52
Pacific,2023,42,211,82,10959,293
New England,2023,43,48,13,4834,61
Middle Atlantic,2023,43,63,9,7444,72
East North Central,2023,43,91,24,14404,115
West North Central,2023,43,26,14,6997,40
South Atlantic,2023,43,147,91,9394,238
East South Central,2023,43,16,10,1338,26
West South Central,2023,43,173,130,8764,303
Mountain,2023,43,51,20,5198,71
Pacific,2023,43,247,82,10856,329
New England,2023,44,79,21,5066,100
Middle Atlantic,2023,44,88,11,7597,99
East North Central,2023,44,117,22,14085,139
West North Central,2023,44,60,19,7378,79
South Atlantic,2023,44,210,120,10079,330
East South Central,2023,44,44,28,1502,72
West South Central,2023,44,223,221,9217,444
Mountain,2023,44,109,20,5622,129
Pacific,2023,44,526,104,16647,630
New England,2023,45,111,39,5637,150
Middle Atlantic,2023,45,139,21,8119,160
East North Central,2023,45,279,42,16410,321
West North Central,2023,45,102,32,8621,134
South Atlantic,2023,45,383,240,11225,623
East South Central,2023,45,63,85,1677,148
West South Central,2023,45,431,402,10966,833
Mountain,2023,45,153,59,6266,212
Pacific,2023,45,921,152,23380,1073
New England,2023,46,162,42,6172,204
Middle Atlantic,2023,46,196,28,8962,224
East North Central,2023,46,517,62,18032,579
West North Central,2023,46,124,43,8858,167
South Atlantic,2023,46,372,216,10707,588
East South Central,2023,46,62,120,1905,182
West South Central,2023,46,590,469,12182,1059
Mountain,2023,46,323,111,6716,434
Pacific,2023,46,1301,159,27123,1460
New England,2023,47,214,28,6063,242
Middle Atlantic,2023,47,299,26,8516,325
East North Central,2023,47,711,78,17612,789
West North Central,2023,47,155,54,8817,209
South Atlantic,2023,47,523,316,10994,839
East South Central,2023,47,55,112,1736,167
West South Central,2023,47,539,448,10786,987
Mountain,2023,47,429,111,6528,540
Pacific,2023,47,1409,174,24913,1583
New England,2023,48,291,51,6968,342
Middle Atlantic,2023,48,566,48,10591,614
East North Central,2023,48,1051,139,22757,1190
West North Central,2023,48,294,85,11191,379
South Atlantic,2023,48,805,347,13533,1152
East South Central,2023,48,66,134,2080,200
West South Central,2023,48,685,521,12388,1206
Mountain,2023,48,655,131,7867,786
Pacific,2023,48,2158,249,31377,2407
New England,2023,49,443,67,7371,510
Middle Atlantic,2023,49,957,67,11011,1024
East North Central,2023,49,1605,176,23602,1781
West North Central,2023,49,533,167,12314,700
South Atlantic,2023,49,1078,339,14464,1417
East South Central,2023,49,138,201,2204,339
West South Central,2023,49,1117,714,13096,1831
Mountain,2023,49,1041,186,8693,1227
Pacific,2023,49,3257,290,33544,3547
New England,2023,50,672,65,7617,737
Middle Atlantic,2023,50,1647,142,12964,1789
East North Central,2023,50,2477,321,26462,2798
West North Central,2023,50,844,344,13801,1188
South Atlantic,2023,50,1875,531,16994,2406
East South Central,2023,50,196,250,2449,446
West South Central,2023,50,1413,985,12610,2398
Mountain,2023,50,1688,338,9103,2026
Pacific,2023,50,4444,364,36909,4808
New England,2023,51,1047,82,8487,1129
Middle Atlantic,2023,51,2449,151,13985,2600
East North Central,2023,51,3843,481,29205,4324
West North Central,2023,51,1250,446,14720,1696
South Atlantic,2023,51,2347,882,18312,3229
East South Central,2023,51,226,284,2383,510
West South Central,2023,51,2519,1356,15911,3875
Mountain,2023,51,2175,513,10339,2688
Pacific,2023,51,6429,493,42380,6922
New England,2023,52,1454,75,9546,1529
Middle Atlantic,2023,52,2824,224,14515,3048
East North Central,2023,52,4562,632,29689,5194
West North Central,2023,52,1348,504,14321,1852
South Atlantic,2023,52,3090,1193,20530,4283
East South Central,2023,52,237,258,2514,495
West South Central,2023,52,2072,1165,14179,3237
Mountain,2023,52,2094,553,10080,2647
Pacific,2023,52,5236,431,38548,5667
New England,2024,1,1053,79,9489,1132
Middle Atlantic,2024,1,1791,157,13933,1948
East North Central,2024,1,3061,571,27741,3632
West North Central,2024,1,1120,367,13084,1487
South Atlantic,2024,1,1492,644,16220,2136
East South Central,2024,1,208,193,2493,401
West South Central,2024,1,1866,984,12695,2850
Mountain,2024,1,629,274,4051,903
Pacific,2024,1,4154,397,38263,4551
New England,2024,2,944,77,8331,1021
Middle Atlantic,2024,2,1575,166,12947,1741
East North Central,2024,2,2988,610,25206,3598
West North Central,2024,2,1136,398,11599,1534
South Atlantic,2024,2,1229,618,13702,1847
East South Central,2024,2,174,160,2156,334
West South Central,2024,2,1929,895,12420,2824
Mountain,2024,2,1246,423,8763,1669
Pacific,2024,2,3155,359,35279,3514
New England,2024,3,902,77,7322,979
Middle Atlantic,2024,3,1207,161,10939,1368
East North Central,2024,3,2608,777,21583,3385
West North Central,2024,3,1122,395,9746,1517
South Atlantic,2024,3,955,708,12049,1663
East South Central,2024,3,152,90,1745,242
West South Central,2024,3,2089,935,11825,3024
Mountain,2024,3,1092,509,8550,1601
Pacific,2024,3,3086,432,32309,3518
New England,2024,4,1017,71,7415,1088
Middle Atlantic,2024,4,1019,192,9659,1211
East North Central,2024,4,2722,1113,21009,3835
West North Central,2024,4,1289,505,11070,1794
South Atlantic,2024,4,1015,796,13150,1811
East South Central,2024,4,165,91,1873,256
West South Central,2024,4,3284,1387,15756,4671
Mountain,2024,4,1181,642,9091,1823
Pacific,2024,4,2459,486,31458,2945
New England,2024,5,1073,104,7617,1177
Middle Atlantic,2024,5,973,282,10322,1255
East North Central,2024,5,2941,1615,23808,4556
West North Central,2024,5,1587,868,12185,2455
South Atlantic,2024,5,745,738,12400,1483
East South Central,2024,5,139,72,1760,211
West South Central,2024,5,3315,1760,17259,5075
Mountain,2024,5,844,760,8965,1604
Pacific,2024,5,1908,488,29633,2396
New England,2024,6,1129,143,7685,1272
Middle Atlantic,2024,6,995,397,10697,1392
East North Central,2024,6,3206,2133,25285,5339
West North Central,2024,6,1632,1233,13254,2865
South Atlantic,2024,6,754,811,12309,1565
East South Central,2024,6,171,70,2008,241
West South Central,2024,6,2143,1517,15913,3660
Mountain,2024,6,756,786,9127,1542
Pacific,2024,6,1359,436,27819,1795
New England,2024,7,1047,160,7344,1207
Middle Atlantic,2024,7,972,476,9954,1448
East North Central,2024,7,3157,2404,25145,5561
West North Central,2024,7,1692,1296,13236,2988
South Atlantic,2024,7,546,709,11970,1255
East South Central,2024,7,134,61,1851,195
West South Central,2024,7,1558,1128,13563,2686
Mountain,2024,7,559,857,8722,1416
Pacific,2024,7,1377,571,28364,1948
New England,2024,8,915,192,7006,1107
Middle Atlantic,2024,8,889,547,10048,1436
East North Central,2024,8,3139,2839,25589,5978
West North Central,2024,8,1734,1485,13297,3219
South Atlantic,2024,8,532,662,11650,1194
East South Central,2024,8,106,78,1749,184
West South Central,2024,8,1255,968,12954,2223
Mountain,2024,8,501,837,8587,1338
Pacific,2024,8,1072,577,27227,1649
New England,2024,9,856,197,6856,1053
Middle Atlantic,2024,9,784,509,9713,1293
East North Central,2024,9,2907,2905,24139,5812
West North Central,2024,9,1501,1184,11041,2685
South Atlantic,2024,9,516,528,11116,1044
East South Central,2024,9,110,74,1650,184
West South Central,2024,9,875,716,11438,1591
Mountain,2024,9,424,795,8517,1219
Pacific,2024,9,971,539,25193,1510
New England,2024,10,765,203,6418,968
Middle Atlantic,2024,10,657,479,8793,1136
East North Central,2024,10,2624,2631,22653,5255
West North Central,2024,10,1215,1119,9635,2334
South Atlantic,2024,10,428,441,10141,869
East South Central,2024,10,87,55,1392,142
West South Central,2024,10,731,651,10682,1382
Mountain,2024,10,357,811,8126,1168
Pacific,2024,10,916,511,25358,1427
New England,2024,11,453,168,5962,621
Middle Atlantic,2024,11,418,387,7719,805
East North Central,2024,11,1787,2198,20722,3985
West North Central,2024,11,1084,1073,10383,2157
South Atlantic,2024,11,241,284,9133,525
East South Central,2024,11,45,32,1384,77
West South Central,2024,11,530,348,9462,878
Mountain,2024,11,327,772,7880,1099
Pacific,2024,11,913,578,24978,1491
New England,2024,12,412,183,5787,595
Middle Atlantic,2024,12,319,333,6486,652
East North Central,2024,12,1395,1743,18871,3138
West North Central,2024,12,784,748,9253,1532
South Atlantic,2024,12,237,223,8900,460
East South Central,2024,12,55,32,1352,87
West South Central,2024,12,377,199,8451,576
Mountain,2024,12,294,585,7440,879
Pacific,2024,12,893,566,23957,1459
New England,2024,13,325,219,5702,544
Middle Atlantic,2024,13,374,432,7656,806
East North Central,2024,13,1198,1396,17658,2594
West North Central,2024,13,680,623,8618,1303
South Atlantic,2024,13,163,131,7687,294
East South Central,2024,13,68,25,1413,93
West South Central,2024,13,276,173,8191,449
Mountain,2024,13,238,410,6822,648
Pacific,2024,13,679,475,22403,1154
New England,2024,14,298,191,5510,489
Middle Atlantic,2024,14,301,325,7451,626
East North Central,2024,14,831,1011,16557,1842
West North Central,2024,14,622,485,7302,1107
South Atlantic,2024,14,216,128,8209,344
East South Central,2024,14,44,22,1310,66
West South Central,2024,14,201,106,7967,307
Mountain,2024,14,159,268,6262,427
Pacific,2024,14,571,387,21231,958
New England,2024,15,235,193,5468,428
Middle Atlantic,2024,15,202,203,6410,405
East North Central,2024,15,611,672,15207,1283
West North Central,2024,15,406,311,6744,717
South Atlantic,2024,15,97,73,7778,170
East South Central,2024,15,29,10,1292,39
West South Central,2024,15,170,63,7801,233
Mountain,2024,15,132,234,6162,366
Pacific,2024,15,507,369,21111,876
New England,2024,16,168,127,4661,295
Middle Atlantic,2024,16,119,142,5965,261
East North Central,2024,16,366,460,13631,826
West North Central,2024,16,291,195,6105,486
South Atlantic,2024,16,77,43,6831,120
East South Central,2024,16,17,17,1124,34
West South Central,2024,16,142,34,7219,176
Mountain,2024,16,110,198,5923,308
Pacific,2024,16,576,335,20363,911
New England,2024,17,137,80,4369,217
Middle Atlantic,2024,17,120,97,6117,217
East North Central,2024,17,248,322,12902,570
West North Central,2024,17,238,145,6862,383
South Atlantic,2024,17,52,31,6577,83
East South Central,2024,17,18,18,1227,36
West South Central,2024,17,78,44,6886,122
Mountain,2024,17,99,150,5851,249
Pacific,2024,17,506,285,19420,791
New England,2024,18,110,79,4092,189
Middle Atlantic,2024,18,134,81,5909,215
East North Central,2024,18,161,229,11834,390
West North Central,2024,18,121,85,5361,206
South Atlantic,2024,18,67,14,6215,81
East South Central,2024,18,11,10,1048,21
West South Central,2024,18,70,35,5783,105
Mountain,2024,18,109,89,5669,198
Pacific,2024,18,323,194,14221,517
New England,2024,19,72,48,4108,120
Middle Atlantic,2024,19,74,46,5551,120
East North Central,2024,19,105,91,10970,196
West North Central,2024,19,75,43,4883,118
South Atlantic,2024,19,33,18,6893,51
East South Central,2024,19,14,8,1099,22
West South Central,2024,19,78,13,5803,91
Mountain,2024,19,69,66,5287,135
Pacific,2024,19,287,118,9481,405
New England,2024,20,45,31,3918,76
Middle Atlantic,2024,20,37,22,4934,59
East North Central,2024,20,79,54,10594,133
West North Central,2024,20,39,28,4331,67
South Atlantic,2024,20,38,13,6802,51
East South Central,2024,20,11,4,1030,15
West South Central,2024,20,68,19,5967,87
Mountain,2024,20,64,51,5029,115
Pacific,2024,20,214,132,9437,346
New England,2024,21,39,21,3832,60
Middle Atlantic,2024,21,49,26,5159,75
East North Central,2024,21,58,41,9951,99
West North Central,2024,21,24,12,3931,36
South Atlantic,2024,21,21,5,5973,26
East South Central,2024,21,8,7,978,15
West South Central,2024,21,68,18,6068,86
Mountain,2024,21,56,45,4834,101
Pacific,2024,21,215,113,9636,328
New England,2024,22,31,22,3496,53
Middle Atlantic,2024,22,40,5,4797,45
East North Central,2024,22,70,14,8969,84
West North Central,2024,22,25,6,3697,31
South Atlantic,2024,22,26,1,5203,27
East South Central,2024,22,5,8,1013,13
West South Central,2024,22,43,15,4688,58
Mountain,2024,22,66,47,4626,113
Pacific,2024,22,256,64,8905,320
New England,2024,23,16,6,2993,22
Middle Atlantic,2024,23,25,8,4401,33
East North Central,2024,23,74,18,8667,92
West North Central,2024,23,24,6,3386,30
South Atlantic,2024,23,18,3,4896,21
East South Central,2024,23,3,4,848,7
West South Central,2024,23,46,11,5765,57
Mountain,2024,23,41,25,4326,66
Pacific,2024,23,256,64,8507,320
New England,2024,24,18,4,2866,22
Middle Atlantic,2024,24,27,9,4133,36
East North Central,2024,24,56,10,8258,66
West North Central,2024,24,12,4,3199,16
South Atlantic,2024,24,22,2,4996,24
East South Central,2024,24,12,1,871,13
West South Central,2024,24,46,9,4968,55
Mountain,2024,24,42,12,3905,54
Pacific,2024,24,190,62,8749,252
New England,2024,25,17,2,2884,19
Middle Atlantic,2024,25,33,7,4496,40
East North Central,2024,25,41,3,7398,44
West North Central,2024,25,14,2,3034,16
South Atlantic,2024,25,15,3,4509,18
East South Central,2024,25,2,3,808,5
West South Central,2024,25,32,2,4910,34
Mountain,2024,25,21,18,3901,39
Pacific,2024,25,166,36,7847,202
New England,2024,26,21,3,2906,24
Middle Atlantic,2024,26,22,3,4067,25
East North Central,2024,26,44,6,7413,50
West North Central,2024,26,4,1,2761,5
South Atlantic,2024,26,15,0,4989,15
East South Central,2024,26,1,2,779,3
West South Central,2024,26,33,3,5324,36
Mountain,2024,26,24,9,3628,33
Pacific,2024,26,130,17,6083,147
New England,2024,27,19,1,2858,20
Middle Atlantic,2024,27,28,1,4181,29
East North Central,2024,27,38,3,7223,41
West North Central,2024,27,17,2,2660,19
South Atlantic,2024,27,19,2,4844,21
East South Central,2024,27,3,4,745,7
West South Central,2024,27,34,5,5245,39
Mountain,2024,27,36,5,3627,41
Pacific,2024,27,150,10,6834,160
New England,2024,28,20,1,3138,21
Middle Atlantic,2024,28,17,0,3978,17
East North Central,2024,28,34,3,8264,37
West North Central,2024,28,12,3,3202,15
South Atlantic,2024,28,30,7,5314,37
East South Central,2024,28,7,5,926,12
West South Central,2024,28,35,6,5467,41
Mountain,2024,28,25,4,3974,29
Pacific,2024,28,124,10,7049,134
New England,2024,29,17,1,2996,18
Middle Atlantic,2024,29,23,3,4068,26
East North Central,2024,29,30,2,8620,32
West North Central,2024,29,7,1,3287,8
South Atlantic,2024,29,18,4,4898,22
East South Central,2024,29,2,4,1025,6
West South Central,2024,29,28,4,5679,32
Mountain,2024,29,27,3,4153,30
Pacific,2024,29,104,9,6699,113
New England,2024,30,11,1,3257,12
Middle Atlantic,2024,30,18,0,4238,18
East North Central,2024,30,35,7,9266,42
West North Central,2024,30,2,0,3434,2
South Atlantic,2024,30,12,2,5637,14
East South Central,2024,30,3,8,923,11
West South Central,2024,30,39,4,6603,43
Mountain,2024,30,13,2,4265,15
Pacific,2024,30,106,3,6520,109
New England,2024,31,16,1,3419,17
Middle Atlantic,2024,31,12,1,4335,13
East North Central,2024,31,28,5,9230,33
West North Central,2024,31,3,1,3472,4
South Atlantic,2024,31,13,1,5609,14
East South Central,2024,31,1,11,1083,12
West South Central,2024,31,31,4,6874,35
Mountain,2024,31,19,3,4371,22
Pacific,2024,31,92,10,6732,102
New England,2024,32,11,0,3582,11
Middle Atlantic,2024,32,10,0,4443,10
East North Central,2024,32,37,5,9785,42
West North Central,2024,32,7,1,3642,8
South Atlantic,2024,32,23,3,6332,26
East South Central,2024,32,1,5,1127,6
West South Central,2024,32,28,2,6800,30
Mountain,2024,32,9,3,4358,12
Pacific,2024,32,73,8,6514,81
New England,2024,33,5,5,3668,10
Middle Atlantic,2024,33,22,0,4678,22
East North Central,2024,33,30,3,10711,33
West North Central,2024,33,5,1,3869,6
South Atlantic,2024,33,9,4,7393,13
East South Central,2024,33,6,8,1223,14
West South Central,2024,33,40,0,7029,40
Mountain,2024,33,9,1,5136,10
Pacific,2024,33,75,5,6801,80
New England,2024,34,9,2,3740,11
Middle Atlantic,2024,34,9,0,4740,9
East North Central,2024,34,29,5,10668,34
West North Central,2024,34,6,1,4172,7
South Atlantic,2024,34,22,2,7956,24
East South Central,2024,34,2,8,1419,10
West South Central,2024,34,52,5,8571,57
Mountain,2024,34,11,3,5673,14
Pacific,2024,34,65,4,6871,69
New England,2024,35,4,7,3644,11
Middle Atlantic,2024,35,12,0,4885,12
East North Central,2024,35,32,7,12297,39
West North Central,2024,35,14,0,4356,14
South Atlantic,2024,35,15,1,10766,16
East South Central,2024,35,2,4,1463,6
West South Central,2024,35,49,13,9608,62
Mountain,2024,35,13,0,5712,13
Pacific,2024,35,70,5,6943,75
New England,2024,36,17,4,3792,21
Middle Atlantic,2024,36,11,0,4907,11
East North Central,2024,36,27,4,12679,31
West North Central,2024,36,9,2,5606,11
South Atlantic,2024,36,21,3,10203,24
East South Central,2024,36,1,7,1378,8
West South Central,2024,36,51,2,8983,53
Mountain,2024,36,16,2,5267,18
Pacific,2024,36,81,5,6857,86
New England,2024,37,14,3,4255,17
Middle Atlantic,2024,37,11,1,5718,12
East North Central,2024,37,47,2,14889,49
West North Central,2024,37,16,4,6311,20
South Atlantic,2024,37,17,3,8108,20
East South Central,2024,37,1,4,1342,5
West South Central,2024,37,60,3,8457,63
Mountain,2024,37,12,2,5487,14
Pacific,2024,37,93,4,7782,97
New England,2024,38,8,5,4921,13
Middle Atlantic,2024,38,23,4,6748,27
East North Central,2024,38,50,15,15092,65
West North Central,2024,38,27,2,6364,29
South Atlantic,2024,38,19,2,7905,21
East South Central,2024,38,3,6,1287,9
West South Central,2024,38,71,4,8198,75
Mountain,2024,38,13,0,4924,13
Pacific,2024,38,81,3,7796,84
New England,2024,39,8,7,4686,15
Middle Atlantic,2024,39,13,4,6649,17
East North Central,2024,39,42,16,13829,58
West North Central,2024,39,17,3,5884,20
South Atlantic,2024,39,25,4,6723,29
East South Central,2024,39,3,8,958,11
West South Central,2024,39,44,2,5587,46
Mountain,2024,39,20,5,5146,25
Pacific,2024,39,72,11,7959,83
New England,2024,40,16,3,4884,19
Middle Atlantic,2024,40,20,1,6604,21
East North Central,2024,40,44,19,15091,63
West North Central,2024,40,18,7,6511,25
South Atlantic,2024,40,25,2,7833,27
East South Central,2024,40,4,7,1172,11
West South Central,2024,40,55,3,6224,58
Mountain,2024,40,42,2,5919,44
Pacific,2024,40,166,12,11928,178
New England,2024,41,9,4,4896,13
Middle Atlantic,2024,41,7,3,6706,10
East North Central,2024,41,51,15,15527,66
West North Central,2024,41,20,2,6904,22
South Atlantic,2024,41,24,4,7035,28
East South Central,2024,41,2,6,1141,8
West South Central,2024,41,74,4,6316,78
Mountain,2024,41,37,2,5836,39
Pacific,2024,41,190,14,15357,204
New England,2024,42,14,4,4921,18
Middle Atlantic,2024,42,16,3,6619,19
East North Central,2024,42,39,8,15836,47
West North Central,2024,42,21,4,8036,25
South Atlantic,2024,42,40,1,8112,41
East South Central,2024,42,1,8,1256,9
West South Central,2024,42,72,6,6233,78
Mountain,2024,42,54,10,5975,64
Pacific,2024,42,208,19,15778,227
New England,2024,43,32,9,5344,41
Middle Atlantic,2024,43,33,1,7680,34
East North Central,2024,43,59,21,16377,80
West North Central,2024,43,30,3,8292,33
South Atlantic,2024,43,47,7,7734,54
East South Central,2024,43,5,12,1264,17
West South Central,2024,43,109,10,6682,119
Mountain,2024,43,79,6,5866,85
Pacific,2024,43,250,17,16364,267
New England,2024,44,26,9,4685,35
Middle Atlantic,2024,44,37,2,6481,39
East North Central,2024,44,114,20,16602,134
West North Central,2024,44,54,8,8279,62
South Atlantic,2024,44,69,3,8693,72
East South Central,2024,44,6,7,1343,13
West South Central,2024,44,107,5,6561,112
Mountain,2024,44,127,3,6473,130
Pacific,2024,44,303,17,16140,320
New England,2024,45,30,8,5055,38
Middle Atlantic,2024,45,49,5,6281,54
East North Central,2024,45,119,7,16011,126
West North Central,2024,45,52,7,8411,59
South Atlantic,2024,45,54,5,7815,59
East South Central,2024,45,15,6,1204,21
West South Central,2024,45,171,6,7104,177
Mountain,2024,45,207,10,6515,217
Pacific,2024,45,391,30,18321,421
New England,2024,46,22,11,4923,33
Middle Atlantic,2024,46,46,5,6774,51
East North Central,2024,46,171,15,17138,186
West North Central,2024,46,43,7,8170,50
South Atlantic,2024,46,96,5,9212,101
East South Central,2024,46,7,8,1386,15
