region,year,week,total_a,total_b,total_specimens,total_cases
Georgia,2016,5,32,11,667,43
Idaho,2016,5,2,2,23,4
Illinois,2016,5,67,13,614,80
Indiana,2016,5,10,1,148,11
Iowa,2016,5,3,0,61,3
Kansas,2016,5,7,3,161,10
Kentucky,2016,5,5,2,275,7
Louisiana,2016,5,8,6,477,14
Maine,2016,5,2,0,55,2
Maryland,2016,5,1,0,23,1
Massachusetts,2016,5,39,0,493,39
Michigan,2016,5,77,11,1010,88
Minnesota,2016,5,16,3,408,19
Mississippi,2016,5,1,2,113,3
Missouri,2016,5,14,3,561,17
Montana,2016,5,6,5,144,11
Nebraska,2016,5,3,0,93,3
Nevada,2016,5,1,0,15,1
New Hampshire,2016,5,0,2,24,2
New Mexico,2016,5,22,19,590,41
New York,2016,5,134,17,1886,151
North Carolina,2016,5,3,2,125,5
North Dakota,2016,5,0,0,32,0
Ohio,2016,5,27,9,951,36
Oklahoma,2016,5,5,1,254,6
Oregon,2016,5,27,39,453,66
Pennsylvania,2016,5,16,3,561,19
South Carolina,2016,5,5,1,302,6
South Dakota,2016,5,3,1,205,4
Tennessee,2016,5,5,5,204,10
Texas,2016,5,55,53,1720,108
Utah,2016,5,74,99,986,173
Vermont,2016,5,1,0,144,1
Virginia,2016,5,6,0,196,6
Washington,2016,5,26,33,483,59
West Virginia,2016,5,1,1,361,2
Wisconsin,2016,5,99,5,996,104
Wyoming,2016,5,6,0,43,6
Alabama,2016,6,3,6,255,9
Arizona,2016,6,44,6,204,50
Arkansas,2016,6,2,9,101,11
California,2016,6,316,183,2362,499
Colorado,2016,6,54,3,746,57
Connecticut,2016,6,31,2,508,33
Delaware,2016,6,9,2,99,11
Florida,2016,6,478,115,2434,593
Georgia,2016,6,46,12,759,58
Idaho,2016,6,3,11,35,14
Illinois,2016,6,83,13,636,96
Indiana,2016,6,14,0,164,14
Iowa,2016,6,6,0,120,6
Kansas,2016,6,9,0,198,9
Kentucky,2016,6,5,9,295,14
Louisiana,2016,6,13,8,576,21
Maine,2016,6,1,5,59,6
Maryland,2016,6,1,0,17,1
Massachusetts,2016,6,39,13,529,52
Michigan,2016,6,153,12,1165,165
Minnesota,2016,6,33,7,400,40
Mississippi,2016,6,6,2,138,8
Missouri,2016,6,14,2,613,16
Montana,2016,6,9,4,143,13
Nebraska,2016,6,11,0,114,11
Nevada,2016,6,3,2,22,5
New Hampshire,2016,6,0,2,19,2
New Mexico,2016,6,86,34,793,120
New York,2016,6,213,34,2166,247
North Carolina,2016,6,10,3,148,13
North Dakota,2016,6,2,0,48,2
Ohio,2016,6,37,7,994,44
Oklahoma,2016,6,5,4,260,9
Oregon,2016,6,42,45,505,87
Pennsylvania,2016,6,27,5,694,32
South Carolina,2016,6,16,4,363,20
South Dakota,2016,6,3,0,230,3
Tennessee,2016,6,10,1,189,11
Texas,2016,6,96,88,1808,184
Utah,2016,6,106,119,947,225
Vermont,2016,6,4,2,204,6
Virginia,2016,6,8,3,238,11
Washington,2016,6,37,62,556,99
West Virginia,2016,6,1,1,419,2
Wisconsin,2016,6,102,11,1066,113
Wyoming,2016,6,3,1,43,4
Alabama,2016,7,18,3,296,21
Arizona,2016,7,32,3,210,35
Arkansas,2016,7,5,10,107,15
California,2016,7,387,222,2543,609
Colorado,2016,7,66,11,778,77
Connecticut,2016,7,71,6,541,77
Delaware,2016,7,14,2,117,16
Florida,2016,7,416,89,2188,505
Georgia,2016,7,89,25,956,114
Idaho,2016,7,8,9,40,17
Illinois,2016,7,128,13,734,141
Indiana,2016,7,28,3,215,31
Iowa,2016,7,6,1,144,7
Kansas,2016,7,17,5,208,22
Kentucky,2016,7,11,2,290,13
Louisiana,2016,7,43,26,542,69
Maine,2016,7,6,2,68,8
Maryland,2016,7,1,0,26,1
Massachusetts,2016,7,53,12,429,65
Michigan,2016,7,212,28,1453,240
Minnesota,2016,7,57,8,476,65
Mississippi,2016,7,18,1,179,19
Missouri,2016,7,34,4,656,38
Montana,2016,7,12,9,182,21
Nebraska,2016,7,8,0,124,8
Nevada,2016,7,6,1,32,7
New Hampshire,2016,7,1,0,18,1
New Mexico,2016,7,129,47,940,176
New York,2016,7,321,39,2292,360
North Carolina,2016,7,29,9,211,38
North Dakota,2016,7,7,0,69,7
Ohio,2016,7,75,12,1112,87
Oklahoma,2016,7,12,7,273,19
Oregon,2016,7,50,40,571,90
Pennsylvania,2016,7,36,27,740,63
South Carolina,2016,7,38,5,418,43
South Dakota,2016,7,14,1,246,15
Tennessee,2016,7,19,3,256,22
Texas,2016,7,165,192,2119,357
Utah,2016,7,127,117,1255,244
Vermont,2016,7,7,3,157,10
Virginia,2016,7,29,5,252,34
Washington,2016,7,34,63,549,97
West Virginia,2016,7,4,3,395,7
Wisconsin,2016,7,187,16,1152,203
Wyoming,2016,7,5,0,50,5
Alabama,2016,8,29,1,353,30
Arizona,2016,8,42,3,215,45
Arkansas,2016,8,4,11,95,15
California,2016,8,317,275,2538,592
Colorado,2016,8,92,7,801,99
Connecticut,2016,8,125,15,674,140
Delaware,2016,8,22,3,147,25
Florida,2016,8,589,120,2727,709
Georgia,2016,8,143,28,1041,171
Idaho,2016,8,5,2,38,7
Illinois,2016,8,145,26,819,171
Indiana,2016,8,42,4,271,46
Iowa,2016,8,16,3,133,19
Kansas,2016,8,18,3,238,21
Kentucky,2016,8,32,15,335,47
Louisiana,2016,8,110,25,771,135
Maine,2016,8,13,2,99,15
Maryland,2016,8,2,0,19,2
Massachusetts,2016,8,82,8,541,90
Michigan,2016,8,327,26,1534,353
Minnesota,2016,8,95,6,555,101
Mississippi,2016,8,20,5,180,25
Missouri,2016,8,36,1,718,37
Montana,2016,8,5,4,150,9
Nebraska,2016,8,19,1,150,20
New Hampshire,2016,8,3,0,24,3
New Mexico,2016,8,96,73,1021,169
New York,2016,8,508,54,2663,562
North Carolina,2016,8,58,9,297,67
North Dakota,2016,8,12,0,67,12
Ohio,2016,8,103,30,1194,133
Oklahoma,2016,8,6,7,259,13
Oregon,2016,8,41,62,610,103
Pennsylvania,2016,8,103,11,921,114
South Carolina,2016,8,73,10,521,83
South Dakota,2016,8,12,4,255,16
Tennessee,2016,8,35,15,309,50
Texas,2016,8,196,145,2016,341
Utah,2016,8,137,138,1282,275
Vermont,2016,8,22,0,279,22
Virginia,2016,8,50,6,253,56
Washington,2016,8,52,63,584,115
West Virginia,2016,8,24,8,484,32
Wisconsin,2016,8,382,27,1820,409
Wyoming,2016,8,4,1,65,5
Alabama,2016,9,44,2,321,46
Arizona,2016,9,28,4,224,32
Arkansas,2016,9,6,16,115,22
California,2016,9,304,265,2497,569
Colorado,2016,9,157,20,1017,177
Connecticut,2016,9,132,23,719,155
Delaware,2016,9,59,3,222,62
Florida,2016,9,599,147,2859,746
Georgia,2016,9,187,40,1272,227
Idaho,2016,9,17,5,50,22
Illinois,2016,9,166,24,963,190
Indiana,2016,9,58,4,307,62
Iowa,2016,9,23,3,184,26
Kansas,2016,9,29,7,243,36
Kentucky,2016,9,33,15,372,48
Louisiana,2016,9,88,32,789,120
Maine,2016,9,13,6,122,19
Maryland,2016,9,5,0,47,5
Massachusetts,2016,9,140,34,713,174
Michigan,2016,9,334,38,1543,372
Minnesota,2016,9,121,15,669,136
Mississippi,2016,9,25,7,245,32
Missouri,2016,9,39,9,637,48
Montana,2016,9,21,17,180,38
Nebraska,2016,9,22,2,170,24
Nevada,2016,9,3,2,27,5
New Hampshire,2016,9,4,0,33,4
New Mexico,2016,9,158,86,1091,244
New York,2016,9,744,94,3034,838
North Carolina,2016,9,53,8,322,61
North Dakota,2016,9,4,3,55,7
Ohio,2016,9,199,34,1357,233
Oklahoma,2016,9,11,11,228,22
Oregon,2016,9,73,77,671,150
Pennsylvania,2016,9,137,30,1011,167
South Carolina,2016,9,73,12,556,85
South Dakota,2016,9,16,5,271,21
Tennessee,2016,9,22,12,260,34
Texas,2016,9,233,214,2221,447
Utah,2016,9,177,155,1349,332
Vermont,2016,9,17,3,303,20
Virginia,2016,9,54,8,299,62
Washington,2016,9,63,56,606,119
West Virginia,2016,9,16,7,507,23
Wisconsin,2016,9,596,56,2222,652
Wyoming,2016,9,13,0,64,13
Alabama,2016,10,70,1,408,71
Arizona,2016,10,24,1,142,25
Arkansas,2016,10,10,15,111,25
California,2016,10,199,201,2055,400
Colorado,2016,10,159,27,1014,186
Connecticut,2016,10,188,42,863,230
Delaware,2016,10,139,11,379,150
Florida,2016,10,498,204,2963,702
Georgia,2016,10,257,50,1341,307
Idaho,2016,10,13,1,46,14
Illinois,2016,10,162,35,925,197
Indiana,2016,10,60,2,324,62
Iowa,2016,10,23,2,205,25
Kansas,2016,10,53,17,309,70
Kentucky,2016,10,52,25,401,77
Louisiana,2016,10,91,34,837,125
Maine,2016,10,21,8,118,29
Maryland,2016,10,9,0,46,9
Massachusetts,2016,10,275,39,959,314
Michigan,2016,10,386,59,1807,445
Minnesota,2016,10,156,23,782,179
Mississippi,2016,10,25,3,261,28
Missouri,2016,10,53,7,728,60
Montana,2016,10,46,24,236,70
Nebraska,2016,10,29,2,170,31
Nevada,2016,10,5,1,35,6
New Mexico,2016,10,176,92,1074,268
New York,2016,10,845,154,3440,999
North Carolina,2016,10,71,14,358,85
North Dakota,2016,10,14,3,101,17
Ohio,2016,10,361,88,1737,449
Oklahoma,2016,10,12,21,247,33
Oregon,2016,10,56,88,627,144
Pennsylvania,2016,10,231,58,1176,289
South Carolina,2016,10,123,24,643,147
South Dakota,2016,10,45,15,325,60
Tennessee,2016,10,48,25,390,73
Texas,2016,10,243,237,2232,480
Utah,2016,10,162,121,1210,283
Vermont,2016,10,38,5,362,43
Virginia,2016,10,99,37,358,136
Washington,2016,10,63,60,592,123
West Virginia,2016,10,56,26,589,82
Wisconsin,2016,10,710,52,2590,762
Wyoming,2016,10,16,3,67,19
Alabama,2016,11,34,4,390,38
Arizona,2016,11,11,7,126,18
Arkansas,2016,11,2,14,87,16
California,2016,11,121,165,2102,286
Colorado,2016,11,160,31,1069,191
Connecticut,2016,11,142,42,815,184
Delaware,2016,11,92,17,376,109
Florida,2016,11,366,137,2448,503
Georgia,2016,11,185,53,1169,238
Idaho,2016,11,8,2,33,10
Illinois,2016,11,90,19,754,109
Indiana,2016,11,30,4,259,34
Iowa,2016,11,17,2,195,19
Kansas,2016,11,24,7,280,31
Kentucky,2016,11,51,35,439,86
Louisiana,2016,11,66,28,707,94
Maine,2016,11,19,9,140,28
Maryland,2016,11,1,3,23,4
Massachusetts,2016,11,232,47,1045,279
Michigan,2016,11,241,67,1493,308
Minnesota,2016,11,112,25,724,137
Mississippi,2016,11,33,1,251,34
Missouri,2016,11,33,8,652,41
Montana,2016,11,26,28,249,54
Nebraska,2016,11,18,2,146,20
Nevada,2016,11,5,2,39,7
New Hampshire,2016,11,6,5,32,11
New Mexico,2016,11,148,101,1047,249
New York,2016,11,748,177,3311,925
North Carolina,2016,11,39,12,316,51
North Dakota,2016,11,13,3,86,16
Ohio,2016,11,284,102,1730,386
Oklahoma,2016,11,10,10,221,20
Oregon,2016,11,67,70,622,137
Pennsylvania,2016,11,209,72,1250,281
South Carolina,2016,11,70,21,507,91
South Dakota,2016,11,38,12,303,50
Tennessee,2016,11,27,12,310,39
Texas,2016,11,210,173,2121,383
Utah,2016,11,156,68,1075,224
Vermont,2016,11,35,7,330,42
Virginia,2016,11,61,22,333,83
Washington,2016,11,63,48,582,111
West Virginia,2016,11,58,32,689,90
Wisconsin,2016,11,444,34,2196,478
Wyoming,2016,11,21,1,74,22
Alabama,2016,12,54,1,389,55
Arizona,2016,12,2,2,112,4
Arkansas,2016,12,1,6,51,7
California,2016,12,83,124,1587,207
Colorado,2016,12,121,23,984,144
Connecticut,2016,12,85,41,783,126
Delaware,2016,12,75,18,313,93
Florida,2016,12,296,138,2192,434
Georgia,2016,12,120,33,986,153
Idaho,2016,12,10,11,47,21
Illinois,2016,12,44,24,588,68
Indiana,2016,12,22,8,263,30
Iowa,2016,12,24,2,181,26
Kansas,2016,12,20,8,263,28
Kentucky,2016,12,44,23,393,67
Louisiana,2016,12,52,32,578,84
Maine,2016,12,22,7,143,29
Maryland,2016,12,1,2,22,3
Massachusetts,2016,12,200,66,939,266
Michigan,2016,12,127,56,1301,183
Minnesota,2016,12,82,17,590,99
Mississippi,2016,12,14,3,189,17
Missouri,2016,12,20,8,624,28
Montana,2016,12,37,30,236,67
Nebraska,2016,12,18,2,137,20
Nevada,2016,12,3,0,27,3
New Hampshire,2016,12,5,2,53,7
New Mexico,2016,12,172,78,968,250
New York,2016,12,602,169,3091,771
North Carolina,2016,12,44,12,311,56
North Dakota,2016,12,10,1,83,11
Ohio,2016,12,209,75,1403,284
Oklahoma,2016,12,4,8,208,12
Oregon,2016,12,48,77,554,125
Pennsylvania,2016,12,190,65,1259,255
South Carolina,2016,12,41,15,424,56
South Dakota,2016,12,34,5,236,39
Tennessee,2016,12,30,16,288,46
Texas,2016,12,136,141,1789,277
Utah,2016,12,116,72,974,188
Vermont,2016,12,51,5,393,56
Virginia,2016,12,58,21,329,79
Washington,2016,12,77,57,570,134
West Virginia,2016,12,49,49,593,98
Wisconsin,2016,12,289,40,1608,329
Wyoming,2016,12,11,3,68,14
Alabama,2016,13,28,2,408,30
Arizona,2016,13,2,2,94,4
Arkansas,2016,13,2,4,79,6
California,2016,13,61,60,1376,121
Colorado,2016,13,57,25,792,82
Connecticut,2016,13,61,41,638,102
Delaware,2016,13,62,23,312,85
Florida,2016,13,173,113,1764,286
Georgia,2016,13,84,49,861,133
Idaho,2016,13,1,2,17,3
Illinois,2016,13,42,13,513,55
Indiana,2016,13,20,6,249,26
Iowa,2016,13,11,1,158,12
Kansas,2016,13,21,12,222,33
Kentucky,2016,13,26,24,364,50
Louisiana,2016,13,25,25,653,50
Maine,2016,13,36,10,205,46
Maryland,2016,13,3,4,67,7
Massachusetts,2016,13,193,68,968,261
Michigan,2016,13,130,34,1205,164
Minnesota,2016,13,60,14,545,74
Mississippi,2016,13,24,4,207,28
Missouri,2016,13,17,14,619,31
Montana,2016,13,23,28,219,51
Nebraska,2016,13,27,4,145,31
Nevada,2016,13,1,2,24,3
New Mexico,2016,13,146,94,904,240
New York,2016,13,398,165,2804,563
North Carolina,2016,13,28,10,255,38
North Dakota,2016,13,5,3,62,8
Ohio,2016,13,161,65,1190,226
Oklahoma,2016,13,9,9,228,18
Oregon,2016,13,55,74,592,129
Pennsylvania,2016,13,137,62,1135,199
South Carolina,2016,13,23,17,397,40
South Dakota,2016,13,27,3,232,30
Tennessee,2016,13,15,23,316,38
Texas,2016,13,178,159,1832,337
Utah,2016,13,130,41,850,171
Vermont,2016,13,45,11,418,56
Virginia,2016,13,38,8,320,46
Washington,2016,13,58,42,533,100
West Virginia,2016,13,37,48,486,85
Wisconsin,2016,13,157,36,1349,193
Wyoming,2016,13,11,1,55,12
Alabama,2016,14,19,1,270,20
Arizona,2016,14,2,2,82,4
Arkansas,2016,14,4,4,55,8
California,2016,14,40,55,1332,95
Colorado,2016,14,46,30,716,76
Connecticut,2016,14,37,41,529,78
Delaware,2016,14,26,20,221,46
Florida,2016,14,160,141,1958,301
Georgia,2016,14,43,45,786,88
Illinois,2016,14,18,18,433,36
Indiana,2016,14,10,6,176,16
Iowa,2016,14,6,2,131,8
Kansas,2016,14,12,11,181,23
Kentucky,2016,14,16,9,294,25
Louisiana,2016,14,31,11,516,42
Maine,2016,14,40,21,229,61
Maryland,2016,14,0,5,24,5
Massachusetts,2016,14,71,56,733,127
Michigan,2016,14,65,36,1010,101
Minnesota,2016,14,30,16,483,46
Mississippi,2016,14,9,10,125,19
Missouri,2016,14,17,13,521,30
Montana,2016,14,19,12,163,31
Nebraska,2016,14,14,2,105,16
Nevada,2016,14,2,2,31,4
New Hampshire,2016,14,1,2,29,3
New Mexico,2016,14,81,63,415,144
New York,2016,14,247,175,2461,422
North Carolina,2016,14,21,11,225,32
North Dakota,2016,14,4,1,54,5
Ohio,2016,14,110,54,1072,164
Oklahoma,2016,14,9,9,190,18
Oregon,2016,14,63,51,496,114
Pennsylvania,2016,14,69,32,764,101
South Carolina,2016,14,14,17,333,31
South Dakota,2016,14,18,8,201,26
Tennessee,2016,14,25,24,306,49
Texas,2016,14,159,154,1783,313
Utah,2016,14,99,34,735,133
Vermont,2016,14,24,6,343,30
Virginia,2016,14,26,16,245,42
Washington,2016,14,31,34,482,65
West Virginia,2016,14,26,52,594,78
Wisconsin,2016,14,141,26,1363,167
Wyoming,2016,14,5,4,43,9
Alabama,2016,15,10,1,272,11
Arizona,2016,15,3,1,66,4
Arkansas,2016,15,2,5,60,7
California,2016,15,29,23,1045,52
Colorado,2016,15,39,22,635,61
Connecticut,2016,15,17,39,460,56
Delaware,2016,15,16,14,171,30
Florida,2016,15,131,143,1893,274
Georgia,2016,15,27,36,713,63
Illinois,2016,15,24,24,387,48
Indiana,2016,15,14,2,152,16
Iowa,2016,15,3,1,101,4
Kansas,2016,15,9,24,195,33
Kentucky,2016,15,15,10,263,25
Louisiana,2016,15,13,17,459,30
Maine,2016,15,31,17,192,48
Maryland,2016,15,0,2,16,2
Massachusetts,2016,15,64,77,629,141
Michigan,2016,15,60,49,904,109
Minnesota,2016,15,45,12,449,57
Mississippi,2016,15,4,5,98,9
Missouri,2016,15,16,12,510,28
Montana,2016,15,8,11,136,19
Nebraska,2016,15,12,2,86,14
Nevada,2016,15,0,1,14,1
New Hampshire,2016,15,1,2,24,3
New Mexico,2016,15,49,42,526,91
New York,2016,15,166,183,2178,349
North Carolina,2016,15,24,16,235,40
North Dakota,2016,15,3,1,55,4
Ohio,2016,15,163,61,1084,224
Oklahoma,2016,15,3,10,199,13
Oregon,2016,15,33,30,409,63
Pennsylvania,2016,15,62,52,736,114
South Carolina,2016,15,9,13,297,22
South Dakota,2016,15,9,6,153,15
Tennessee,2016,15,12,30,270,42
Texas,2016,15,110,149,1657,259
Utah,2016,15,42,29,633,71
Vermont,2016,15,21,12,337,33
Virginia,2016,15,20,18,251,38
Washington,2016,15,19,25,451,44
West Virginia,2016,15,30,56,551,86
Wisconsin,2016,15,87,30,997,117
Wyoming,2016,15,1,3,30,4
Alabama,2016,16,6,0,200,6
Arizona,2016,16,2,5,46,7
Arkansas,2016,16,0,3,66,3
California,2016,16,23,16,986,39
Colorado,2016,16,19,18,468,37
Connecticut,2016,16,27,35,517,62
Delaware,2016,16,12,27,164,39
Florida,2016,16,91,137,1707,228
Georgia,2016,16,21,18,612,39
Illinois,2016,16,14,16,352,30
Indiana,2016,16,10,4,176,14
Iowa,2016,16,4,1,81,5
Kansas,2016,16,4,20,194,24
Kentucky,2016,16,10,13,277,23
Louisiana,2016,16,13,14,421,27
Maine,2016,16,21,15,133,36
Maryland,2016,16,0,6,56,6
Massachusetts,2016,16,43,82,607,125
Michigan,2016,16,41,56,784,97
Minnesota,2016,16,15,20,407,35
Mississippi,2016,16,8,3,103,11
Missouri,2016,16,12,15,530,27
Montana,2016,16,7,16,150,23
Nebraska,2016,16,7,4,67,11
Nevada,2016,16,0,0,10,0
New Hampshire,2016,16,0,3,25,3
New Mexico,2016,16,19,42,424,61
New York,2016,16,139,182,1996,321
North Carolina,2016,16,21,27,273,48
North Dakota,2016,16,3,2,47,5
Ohio,2016,16,104,54,904,158
Oklahoma,2016,16,3,6,177,9
Oregon,2016,16,23,18,344,41
Pennsylvania,2016,16,36,70,672,106
South Carolina,2016,16,5,16,303,21
South Dakota,2016,16,9,1,123,10
Tennessee,2016,16,19,30,308,49
Texas,2016,16,112,97,1744,209
Utah,2016,16,35,23,621,58
Vermont,2016,16,17,5,249,22
Virginia,2016,16,20,29,255,49
Washington,2016,16,23,16,363,39
West Virginia,2016,16,51,74,570,125
Wisconsin,2016,16,39,34,804,73
Wyoming,2016,16,6,5,27,11
Alabama,2016,17,2,0,182,2
Arizona,2016,17,1,2,67,3
Arkansas,2016,17,2,3,60,5
California,2016,17,20,15,1064,35
Colorado,2016,17,13,22,424,35
Connecticut,2016,17,9,37,434,46
Delaware,2016,17,6,21,152,27
Florida,2016,17,62,128,1620,190
Georgia,2016,17,11,30,566,41
Illinois,2016,17,5,22,297,27
Indiana,2016,17,1,3,118,4
Iowa,2016,17,1,2,74,3
Kansas,2016,17,2,14,154,16
Kentucky,2016,17,5,12,235,17
Louisiana,2016,17,19,12,372,31
Maine,2016,17,17,9,110,26
Maryland,2016,17,2,10,86,12
Massachusetts,2016,17,34,60,513,94
Michigan,2016,17,21,47,660,68
Minnesota,2016,17,7,13,306,20
Mississippi,2016,17,4,5,95,9
Missouri,2016,17,5,15,424,20
Montana,2016,17,4,9,120,13
Nebraska,2016,17,8,5,84,13
New Hampshire,2016,17,0,3,15,3
New Mexico,2016,17,5,16,355,21
New York,2016,17,68,149,1874,217
North Carolina,2016,17,16,21,264,37
North Dakota,2016,17,1,1,38,2
Ohio,2016,17,73,64,891,137
Oklahoma,2016,17,4,4,177,8
Oregon,2016,17,23,11,251,34
Pennsylvania,2016,17,23,52,593,75
South Carolina,2016,17,6,20,299,26
South Dakota,2016,17,5,0,103,5
Tennessee,2016,17,2,15,240,17
Texas,2016,17,78,86,1569,164
Utah,2016,17,17,8,448,25
Vermont,2016,17,15,8,210,23
Virginia,2016,17,14,27,238,41
Washington,2016,17,17,11,404,28
West Virginia,2016,17,13,57,526,70
Wisconsin,2016,17,30,42,707,72
Wyoming,2016,17,4,0,31,4
Alabama,2016,18,9,1,177,10
Arizona,2016,18,0,3,51,3
Arkansas,2016,18,3,2,41,5
California,2016,18,9,14,785,23
Colorado,2016,18,19,10,359,29
Connecticut,2016,18,6,22,356,28
Delaware,2016,18,3,13,96,16
Florida,2016,18,42,115,1442,157
Georgia,2016,18,7,36,531,43
Illinois,2016,18,2,4,225,6
Indiana,2016,18,0,3,95,3
Iowa,2016,18,1,1,64,2
Kansas,2016,18,3,5,97,8
Kentucky,2016,18,3,6,227,9
Louisiana,2016,18,7,10,361,17
Maine,2016,18,13,7,100,20
Maryland,2016,18,1,12,85,13
Massachusetts,2016,18,16,48,408,64
Michigan,2016,18,17,53,596,70
Minnesota,2016,18,3,4,267,7
Mississippi,2016,18,2,7,84,9
Missouri,2016,18,4,4,409,8
Montana,2016,18,5,6,111,11
Nebraska,2016,18,2,5,65,7
Nevada,2016,18,0,0,11,0
New Mexico,2016,18,9,15,265,24
New York,2016,18,42,121,1611,163
North Carolina,2016,18,7,11,143,18
North Dakota,2016,18,1,0,35,1
Ohio,2016,18,31,34,732,65
Oklahoma,2016,18,3,7,164,10
Oregon,2016,18,11,9,272,20
Pennsylvania,2016,18,11,25,438,36
South Carolina,2016,18,5,13,262,18
South Dakota,2016,18,3,2,114,5
Tennessee,2016,18,5,14,234,19
Texas,2016,18,57,65,1385,122
Utah,2016,18,11,4,409,15
Vermont,2016,18,6,5,212,11
Virginia,2016,18,5,14,221,19
Washington,2016,18,13,5,353,18
West Virginia,2016,18,3,20,350,23
Wisconsin,2016,18,5,15,569,20
Wyoming,2016,18,0,0,20,0
Alabama,2016,19,3,0,153,3
Arizona,2016,19,0,0,51,0
Arkansas,2016,19,0,0,44,0
California,2016,19,11,4,649,15
Colorado,2016,19,4,4,314,8
Connecticut,2016,19,7,18,361,25
Delaware,2016,19,3,5,80,8
Florida,2016,19,35,115,1423,150
Georgia,2016,19,4,30,458,34
Illinois,2016,19,2,7,256,9
Indiana,2016,19,0,3,104,3
Iowa,2016,19,0,0,54,0
Kansas,2016,19,0,1,100,1
Kentucky,2016,19,1,1,211,2
Louisiana,2016,19,6,9,382,15
Maine,2016,19,11,7,75,18
Maryland,2016,19,0,7,96,7
Massachusetts,2016,19,5,49,390,54
Michigan,2016,19,9,46,526,55
Minnesota,2016,19,0,1,218,1
Mississippi,2016,19,5,4,76,9
Missouri,2016,19,4,11,415,15
Montana,2016,19,3,1,83,4
Nebraska,2016,19,2,3,56,5
New Mexico,2016,19,1,9,258,10
New York,2016,19,24,81,1469,105
North Carolina,2016,19,4,4,105,8
North Dakota,2016,19,0,0,26,0
Ohio,2016,19,13,34,643,47
Oklahoma,2016,19,1,2,144,3
Oregon,2016,19,6,5,179,11
Pennsylvania,2016,19,7,30,410,37
South Carolina,2016,19,3,10,238,13
South Dakota,2016,19,1,1,93,2
Tennessee,2016,19,2,15,201,17
Texas,2016,19,58,58,1349,116
Utah,2016,19,7,4,402,11
Vermont,2016,19,4,4,150,8
Virginia,2016,19,5,9,215,14
Washington,2016,19,8,3,357,11
West Virginia,2016,19,5,31,396,36
Wisconsin,2016,19,5,7,418,12
Wyoming,2016,19,2,1,22,3
Alabama,2016,20,0,1,124,1
Arizona,2016,20,0,1,48,1
Arkansas,2016,20,0,0,34,0
California,2016,20,9,3,669,12
Colorado,2016,20,6,9,308,15
Connecticut,2016,20,1,13,283,14
Delaware,2016,20,4,3,74,7
Florida,2016,20,27,98,1256,125
Georgia,2016,20,9,16,379,25
Illinois,2016,20,2,4,187,6
Indiana,2016,20,1,0,64,1
Iowa,2016,20,0,0,34,0
Kansas,2016,20,1,0,59,1
Kentucky,2016,20,1,5,190,6
Louisiana,2016,20,5,12,294,17
Maine,2016,20,3,6,64,9
Maryland,2016,20,0,2,60,2
Massachusetts,2016,20,4,44,319,48
Michigan,2016,20,9,20,403,29
Minnesota,2016,20,7,3,240,10
Mississippi,2016,20,7,4,88,11
Missouri,2016,20,0,3,377,3
Montana,2016,20,1,1,77,2
Nebraska,2016,20,1,0,40,1
New Mexico,2016,20,0,5,190,5
New York,2016,20,17,59,1353,76
North Carolina,2016,20,4,7,109,11
North Dakota,2016,20,0,0,16,0
Ohio,2016,20,8,28,568,36
Oklahoma,2016,20,1,1,122,2
Oregon,2016,20,2,4,148,6
Pennsylvania,2016,20,2,12,340,14
South Carolina,2016,20,1,9,232,10
South Dakota,2016,20,0,1,107,1
Tennessee,2016,20,1,12,197,13
Texas,2016,20,65,52,1333,117
Utah,2016,20,4,5,390,9
Vermont,2016,20,3,6,143,9
Virginia,2016,20,2,3,169,5
Washington,2016,20,4,4,313,8
West Virginia,2016,20,2,13,339,15
Wisconsin,2016,20,0,17,414,17
Wyoming,2016,20,0,0,10,0
Alabama,2016,21,0,0,122,0
Arizona,2016,21,0,1,70,1
Arkansas,2016,21,0,0,53,0
California,2016,21,6,5,596,11
Colorado,2016,21,2,5,261,7
Connecticut,2016,21,1,6,240,7
Delaware,2016,21,0,6,50,6
Florida,2016,21,31,114,1366,145
Georgia,2016,21,5,14,411,19
Illinois,2016,21,1,2,181,3
Indiana,2016,21,0,0,81,0
Iowa,2016,21,0,2,42,2
Kansas,2016,21,1,0,48,1
Kentucky,2016,21,1,2,215,3
Louisiana,2016,21,4,14,376,18
Maine,2016,21,1,2,42,3
Maryland,2016,21,1,2,22,3
Massachusetts,2016,21,2,23,294,25
Michigan,2016,21,8,11,387,19
Minnesota,2016,21,0,3,193,3
Mississippi,2016,21,2,4,63,6
Missouri,2016,21,0,2,392,2
Montana,2016,21,2,1,94,3
Nebraska,2016,21,1,0,26,1
New Hampshire,2016,21,0,0,11,0
New Mexico,2016,21,0,5,166,5
New York,2016,21,6,58,1151,64
North Carolina,2016,21,3,1,77,4
North Dakota,2016,21,0,0,15,0
Ohio,2016,21,1,19,476,20
Oklahoma,2016,21,0,0,128,0
Oregon,2016,21,1,0,124,1
Pennsylvania,2016,21,1,5,294,6
South Carolina,2016,21,3,6,243,9
South Dakota,2016,21,1,1,93,2
Tennessee,2016,21,0,8,136,8
Texas,2016,21,31,36,1140,67
Utah,2016,21,4,2,345,6
Vermont,2016,21,1,2,88,3
Virginia,2016,21,1,5,157,6
Washington,2016,21,0,2,267,2
West Virginia,2016,21,12,9,311,21
Wisconsin,2016,21,1,8,364,9
Alabama,2016,22,0,0,95,0
